id,Character,Lines
S1e2,PETER:,"The Quahog Cable Television Transmitter. [Citizens grumbling.] You just knocked out cable TV for the whole town! Boy! Look. There's Bigfoot! Whoa. This isn't about me. This is about you. At least I bought us some time. - She did it. - What? Dad, you were the one driving! I was teaching her to drive and she lost control of the car. Come on, we all did stupid stuff when we were kids, right? I remember when I tried to sneak into an R-rated movie. - Come on. Give the kid a break, huh? - Why should we? She got her arm shot off in Vietnam. [Murmuring.]"
S1e2,GUY:,Poor kid.
S1e2,MAN:,"What a senseless war. I can't believe you just sold out your own daughter. I know what I did was wrong. And I know it's not the first time I've embarrassed you. And if you add the measure of the angles of a right triangle, the sum Meg, clean out the shower the next time you shave your legs. It's like a carpet in there. I hate to see you so upset. I know. Let's play a little game called Taking the Fall for Daddy. If you win, I'll buy you a convertible when you get your license. Really? Daddy! Now I love you again! You're gonna make some Jewish guy a great wife. [Metallic clanking.] Because of an accident at the Quahog Cable Company television transmission will be out for an undetermined amount of time. Of course, no one can see this news program so it doesn't really matter what we say. I'm the Lord Jesus Christ. Think I'll go get drunk and beat up midgets. How about you? Tom, I just plain don't like black people. You guys, we're still on in Boston. Excellent. The weather machine is nearly completed. What do you say to that, broccoli? Stop mocking me! What's this? It appears the witless provider has finally brought me something of value. I can use that crude device to amplify my deadly signal. Victory shall yet be mine. Guess what, Mom? Dad crashed the car into the city cable transmitter. - What? - It's okay. If I take the blame, he'll buy me a convertible when I get my license. Meg, it's not exactly taking the blame if you go around telling everyone. Peter, you're bribing your daughter with a car? Come on, Lois. Isn't ""bribe"" just another word for ""love""? You wanted me and Meg to bond. That's what we're doing."
S1e2,CHRIS:,"Dad, I was in a chat room on America Online and Doomie 22 told me some idiot knocked out the cable. We could be without TV for weeks! Now, Chris, now let's not panic. We can manage just fine without TV. [Brian scoffs.] - What's that supposed to mean? - Face it, you're addicted to television. You're not exactly Mr. Cold Turkey. Remember when you gave up candy? I'll ask you one more time. You didn't eat anything in my factory? No. - I'm just asking - Are you calling me a liar? - I'm just saying - Shut up, Wonka. Yeah. That was different. I'll be fine. - Are you sure, honey? - For God's sake, you guys. You think I'm some simp who can't live without TV? Give me a break. - What's happening now? - Sipowicz is finding who stabbed the super. Are you gonna tell me, or am I gonna have to show you my ass? I ain't saying nothing! All right, it was Jimmy the Hat! Forget it, Mike. Without actually seeing his ass, this is just radio. Class, we were scheduled to watch a PBS program on the mating rituals of the nude large-breasted Weewok tribe of New Guinea. Unfortunately, Megan Griffin ruined TV. So instead, we're having a surprise test. WONDER YEARS"
S1e2,VOICE:,Suddenly I was public enemy number one. It was time to tell the truth. Wait! I didn't drive into the satellite dish! And who did? WONDER YEARS
S1e2,VOICE:,"I was just a 15-year-old girl. But at that moment, I realized I had a whole lifetime to make new friends. But only one chance to get a new car. And I had to take it. Okay, I did it."
S1e2,PETER:,I don't know how much longer I can last. It's been a whole week since I seen a TV show. I wonder what Scooby and the gang are up to now.
S1e2,"NARRATOR:","We now return to The Scooby Doo Murder Files. Gee whiz, gang. The killer gutted the victim, strangled him with his own intestines and then dumped the body in the river! - Jinkies! What a mystery! [Moaning.] You're right, Scoob. We're dealing with one sick son of a bitch. You just need to find something to fill the void that's left in your life. Lois has knitting, Chris has video games, Meg's learning how to drive. And me, I like the sauce. Whose leg do you have to hump to get a dry martini around here? [Moaning.] Can't live without TV. Must see TV. [Frightful instrumental music.] [Whimsical instrumental music.] [Sinister instrumental music.] [Dramatic instrumental music.] [Sighs.] Stewie, I expect you to finish off your vegetables. Rest assured, you relentless harridan, I expect I shall finish them all off! And you as well! Brian, I'm a little worried about Peter. Last night I woke up and he was channel surfing through static. I'm sure he'll find a way to cope. - Morning, Lois. - And you were worried. - Peter, what the hell is that? - It's my favorite TV family, the Griffins. Peter, you're scaring me. I'm beginning to think you're losing your grip on reality."
S1e2,PETER:,Boring. I'll go see what else is on.
S1e2,LOIS:,Peter! Keep an eye on Stewie. Don't move! [Making ridiculous noises.] [Screams.]
S1e2,STEWIE:,A little help?
S1e2,PETER:,"It's Glen Quagmire, the wacky next-door neighbor."
S1e2,PETER:,What's he up to this time?
S1e2,QUAGMIRE:,"I'm going to work! Him and his crazy get-rich-quick schemes. We have to find your father, Chris. He's not well. I never knew anyone who went crazy before except my invisible friend Col. Schwartz! I get all the channels on this thing. Lifetime. CBS. Hey, UPN. All right. 90210. - Dad? - Meg, what are you doing at West Beverly? They're really reaching for guest stars in the 10th season. Dad, what are you doing? Get out of here! I'm already a total outcast because of you! You're just upset because you wrecked the cable transmitter. I did not! Forget it. What good is a car if I have no friends? I didn't wreck TV! My dad did! - What? - What'd she say? - Peter Griffin ruined TV? - And blamed his daughter? That's the lowest thing I've ever heard. Peter, take that thing off and come home. Hey, Lois. You're just in time for the exciting conclusion. Looks like some boob's about to get lynched. Let's watch. There they are. [Suspenseful instrumental music.] That's the guy who ruined our cable. Let's get him! Stop! What is wrong with you people? Okay, yes. My husband is responsible for knocking out TV. But we should be thanking him. He's broken television's hypnotic spell over us. Now we can see the world for what it is a beautiful place full of wonderful things just waiting to be experienced. Another chick flick. She's right. All the hours we've wasted on that damn idiot box. - I'm gonna paint my house! - I'll build a ship in a bottle. I'm gonna push a hoop with a stick down a dirt road."
S1e2,LOIS:,"I'll take you home, honey. I can't believe I let Meg take the blame. You were right, Lois. TV is evil. I hear that Manson guy watches it in jail all day long. If I haven't seen it, it's new to me. You just went a little overboard. You need a little balance in your life. There are other things to appreciate besides television. - You mean like this lamp? - Yeah. Okay. - The lamp gives us light. - I get it. And your family gives you love. You should spend some time with our kids, Peter. And with me. What could me and you do together? [Naughty laugh.] Lois! You've got a sick mind! Peter, I'm talking about making love. I thought you wanted us to murder the children and harvest their organs for beer money. [Amorous giggling.] What a gorgeous day. Isn't it a gorgeous day, Mr. Sun? It's always a nice day with two scoops of raisins, Peter. [Car alarm blaring.] - Top of the morning, everybody. - Excellent! Thus completes the penultimate adjustment to my weather control device! Victory is Release me at once! Your mother was right. It'd be a crime to sit around and wait for the TV. - Great. You can teach me how to drive. - There'll be time to drive when you're dead. There's a world out there waiting for us to grab it by the short hairs! - Damn! - Let's go. [Cheery instrumental music.] I'm so tired. This morning's fly-fishing really wore me out. Wake up! You promised you'd get this hook out of my mouth. [Screams.] Thank you. Now, kids, your father's just trying to spend time with his family. Or kill us. I'm not sure which."
S1e2,TOM:,"The Chinese sure like to spit, don't they? Diane, that last report was so good, I think you deserve a spanking. I don't think your wife would appreciate that. That frigid old cow lives in Quahog. She can't hear a word I'm saying. Actually, we're back on the air in Quahog."
S1e2,STEWIE:,Thank God! Their puerile minds are once again distracted by that flickering box. Time to be bad!
S1e2,PETER:,"Come on, everyone. We're late for the Bavarian Folk Festival. You know those Germans. You don't join their party, they come get you. But Dad, the TV's back on. What do you know? Okay, let's go. Peter, I'm thrilled that you want to spend so much time with the family. But we're exhausted. Maybe we could just sit and watch some TV together? We're too busy living life to the fullest. Come on, let's go. - I'm sick of life. - Yeah. My dogs are barking. - But I thought we were having fun. - We were. But now it might be nice to watch other people have fun or get killed. - You know, whatever's on. - Look, Peter. It's your favorite show. This is a dangerous mission. And it's likely one of us will be killed. The landing party will consist of myself, Mr. Spock, Dr. McCoy, and Ensign Rickey. Crap. Sorry, Lois. There's only one show I want to see. It's called Make Every Day Count, starring Peter Griffin as himself."
S1e2,LOIS:,"Come on, Peter. Don't you miss TV just a little? The familiar stories, the broadly drawn characters, the convenient plot turns that bring a character around at exactly the right moment? Hi. I'm William Shatner. My car broke down on my way to give a speech on how TV keeps families together. Would you like to hear it? No, I don't want to miss the all-you-can-eat schnitzel bar. Wait a minute! I love schnitzel! Come along. I bet you could squeeze into Lois' lederhosen. I'll change in the car. If I had a nickel for every time one of my parents walked out instead of teaching me how to drive, I'd be one rich little Let's go, Meg. [Sinister instrumental music.] Fare thee well, broccoli! [Band playing German folk music.] I don't know. I can't imagine choosing life over television. I'm telling you, it's great, Bill. The only thing that would make this perfect day better is if my family was here. My God! It was sunny a moment ago, but now it's pouring! Let's take off our shoes and run home barefoot! Griffin, you're a madman! Barefoot, you say?"
S1e2,LOIS:,"This is not safe. I'll teach you how to drive some other time. Pull over. Mom, I can't even tell where ""over"" is. [Giddy laughter.] You were right, Peter. I've never felt so alive. Victory is mine! [Screams.]"
S1e2,STEWIE:,"God damn it. [Giddy laughter.] My God. [Car colliding.] My God. I hit William Shatner. Light growing dimmer. Can't breathe. Beam me up, God. I did not see that coming. Daddy, I'm sorry I ran you over and killed Mr. Shatner. Don't worry. Once I'm of this body cast, I'll do enough living for me and Bill. Honey, can't we go back to the way things used to be? There's a big dent in that couch that nobody else can fill. Haven't you guys learned anything? TV took over my life once. I'm never gonna let that happen again. My God. We've lost him. If you help me out of here, I know a meadow where the blueberries are begging to be picked. Look, buddy. Just go in the pan. And don't call me unless you're flatlining."
S1e2,PETER:,Turn that TV off. Nurse?
S1e2,ANNOUNCER:,What would you do for a Klondike Bar?
S1e2,ANNOUNCER:,Would you stand on one leg?
S1e2,MAN:,Sure.
S1e2,ANNOUNCER:,Would you act like a monkey?
